timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1617205781249,4,HTTP Request,200,,LOAD 2-16,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781267,4,HTTP Request,200,,LOAD 2-18,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781331,4,HTTP Request,200,,LOAD 2-13,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,0
1617205781333,3,HTTP Request,200,,LOAD 2-20,text,true,,329,124,9,9,http://localhost:8080/todolist,3,0,0
1617205781370,7,HTTP Request,200,,LOAD 2-15,text,true,,329,124,9,9,http://localhost:8080/todolist,7,0,1
1617205781432,7,HTTP Request,200,,LOAD 2-17,text,true,,329,124,9,9,http://localhost:8080/todolist,7,0,1
1617205781462,7,HTTP Request,200,,LOAD 2-19,text,true,,329,124,9,9,http://localhost:8080/todolist,7,0,1
1617205781480,4,HTTP Request,200,,LOAD 2-12,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781495,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,0
1617205781557,6,HTTP Request,200,,LOAD 2-16,text,true,,329,124,9,9,http://localhost:8080/todolist,6,0,1
1617205781572,4,HTTP Request,200,,LOAD 2-18,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781637,4,HTTP Request,200,,LOAD 2-13,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781637,4,HTTP Request,200,,LOAD 2-20,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781684,6,HTTP Request,200,,LOAD 2-15,text,true,,329,124,9,9,http://localhost:8080/todolist,6,0,1
1617205781746,5,HTTP Request,200,,LOAD 2-17,text,true,,329,124,9,9,http://localhost:8080/todolist,5,0,1
1617205781769,4,HTTP Request,200,,LOAD 2-19,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781785,4,HTTP Request,200,,LOAD 2-12,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781801,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781864,4,HTTP Request,200,,LOAD 2-16,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781878,4,HTTP Request,200,,LOAD 2-18,text,true,,329,124,9,9,http://localhost:8080/todolist,4,0,1
1617205781942,5,HTTP Request,200,,LOAD 2-20,text,true,,329,124,10,10,http://localhost:8080/todolist,5,0,1
1617205781942,5,HTTP Request,200,,LOAD 2-13,text,true,,329,124,10,10,http://localhost:8080/todolist,5,0,1
1617205781993,4,HTTP Request,200,,LOAD 2-15,text,true,,329,124,10,10,http://localhost:8080/todolist,4,0,0
1617205782053,4,HTTP Request,200,,LOAD 2-17,text,true,,329,124,10,10,http://localhost:8080/todolist,3,0,0
